Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
43,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11859,631741,Provide and/or build capacity for organizations that offer education and workforce development to clients between 200-300% of FPL. (Indicator 2A),14844,How WELL did we do it?,21620,934098,# & % of participating clients with increased educational attainment at the time of program completion (Better Off) SIFIC 1A,In Progress,135360,How Well,0,1,1,2
44,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11859,631741,Provide and/or build capacity for organizations that offer education and workforce development to clients between 200-300% of FPL. (Indicator 2A),14844,How WELL did we do it?,21733,934102,# & % of recruited people between 200%-300% Federal Poverty Level who were enrolled in program (How Well) SIFIC 2A,In Progress,135360,How Well,0,3,3,3
45,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11859,631741,Provide and/or build capacity for organizations that offer education and workforce development to clients between 200-300% of FPL. (Indicator 2A),14843,How MUCH did we do?,21732,934101,# of people between 200%-300% Federal Poverty Level enrolled in program (How Much) SIFIC 2A,In Progress,135352,How Much,3,3,3,3
46,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11859,631741,Provide and/or build capacity for organizations that offer education and workforce development to clients between 200-300% of FPL. (Indicator 2A),14843,How MUCH did we do?,21731,934100,# of people between 200%-300% Federal Poverty Level recruited for program (How Much) SIFIC 2A,In Progress,135352,How Much,3,0,0,5
47,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11860,631745,Support collective impact  initiatives that convene community partners and stakeholders and which result in system-level changes that advance people beyond 300% of FPL.  (Indicator 2B),14844,How WELL did we do it?,21748,934109,#  & % of system-level changes to raise household incomes above 300% Federal Poverty Level identified (How Much) SIFIC 2B,In Progress,135360,How Well,0,0,0,1
48,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11860,631745,Support collective impact  initiatives that convene community partners and stakeholders and which result in system-level changes that advance people beyond 300% of FPL.  (Indicator 2B),14844,How WELL did we do it?,21749,934110,#  & % of system-level changes to raise household incomes above 300% Federal Poverty Level pursued (How Much) SIFIC 2B,In Progress,135360,How Well,0,0,0,
49,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11860,631745,Support collective impact  initiatives that convene community partners and stakeholders and which result in system-level changes that advance people beyond 300% of FPL.  (Indicator 2B),14844,How WELL did we do it?,21753,934112,# & % of system-level changes to raise household incomes above 300% Federal Poverty Level sustained (Better Off) SIFIC 2B,In Progress,135360,How Well,0,0,0,
50,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12977,Strategy,11860,631745,Support collective impact  initiatives that convene community partners and stakeholders and which result in system-level changes that advance people beyond 300% of FPL.  (Indicator 2B),14843,How MUCH did we do?,21751,934111,# of system-level changes to raise household incomes above 300% Federal Poverty Level achieved (Better Off) SIFIC 2B,In Progress,135352,How Much,0,0,0,
51,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934113,# of clients attending Job Readiness,In Progress,135352,How Much,337,165,182,
52,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934124,# of clients attending Job Readiness and retaining employment after 12 months of program completion,In Progress,135352,How Much,0,0,0,
53,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934120,# of clients attending Job Readiness and retaining employment after 6 months of program completion,In Progress,135352,How Much,0,0,0,
54,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934122,# of clients attending Job Readiness and retaining employment after 9 months of program completion,In Progress,135352,How Much,0,0,0,
55,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934130,# of clients attending Job Readiness with income above 200% FPL 12 months after program completion,In Progress,135352,How Much,0,0,0,
56,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934126,# of clients attending Job Readiness with income above 200% FPL 6 months after program completion,In Progress,135352,How Much,0,0,0,
57,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934128,# of clients attending Job Readiness with income above 200% FPL 9 months after program completion,In Progress,135352,How Much,0,0,0,
58,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934118,# of clients attending Job Readiness with income above 200% FPL at the time of program completion,In Progress,135352,How Much,1,0,0,
59,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934116,# of clients attending Job Readiness with income increase at the time of program completion,In Progress,135352,How Much,8,33,36,
60,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934114,# of clients completing Job Readiness and obtaining employment,In Progress,135352,How Much,10,33,36,
61,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934132,# of clients recidivating,In Progress,135352,How Much,1,1,1,
62,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934115,% of clients attending Job Readiness and obtaining employment,In Progress,135352,How Much,2,2,2,
63,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24360,Indicator 1,18489,Agency C,73228,Agency C Program 1,2532,Strong Individuals and Families,12978,Write In,11852,631746,Provide and/or build capacity for organizations that offer education and workforce development to clients at or below 200% of FPL. (Indicator 1),14896,How MUCH did we do?,0,934125,% of clients attending Job Readiness and retaining employment after 12 months of program completion,In Progress,135352,How Much,0,0,0,
